zones,annee,saison,type,superficie,production,station,cloud_cover_mean_saison,et0_fao_evapotranspiration_saison,nb_jours_pluie,nb_jours_saison,precipitation_hours_saison,precipitation_sum_saison,shortwave_radiation_saison,soil_moisture_saison,soil_temperature_saison,sunshine_duration_saison,temperature_2m_mean_saison,wind_speed_10m_max_saison
Mbewani,2021,hivernage,hors_casiers,210.0,1096.2,mbewani,56.07377049180328,5.248360655737705,75.0,122,345,291.3,20.457049180327868,0.315172131147541,32.09426229508197,4331027.8,29.214754098360654,15.548360655737707
Mbewani,2021,contre_saison,casiers,1221.18,6386.77,mbewani,29.583333333333332,8.11075,,120,0,0.0,22.447083333333335,0.27003333333333335,30.921666666666667,4588692.27,29.859166666666667,17.176666666666666
Kemacina,2022,hivernage,casiers,10384.69,63865.844,kemacina,66.11475409836065,4.969672131147541,82.0,122,404,432.9,20.147704918032787,0.17773770491803279,30.502459016393445,4046787.32,28.105737704918035,15.54016393442623
Kemacina,2022,hivernage,hors_casiers,64.94,313.66,kemacina,66.11475409836065,4.969672131147541,82.0,122,404,432.9,20.147704918032787,0.17773770491803279,30.502459016393445,4046787.32,28.105737704918035,15.54016393442623
Kemacina,2022,contre_saison,casiers,1638.5,9257.53,kemacina,33.75,7.870083333333333,1.0,120,1,0.3,22.561,0.15508333333333332,29.855,4579391.46,28.81833333333333,16.269166666666667
Kolongo,2022,hivernage,casiers,11064.8,68004.261,kolongo,64.87704918032787,5.168360655737705,79.0,122,386,411.0,20.348278688524587,0.31726229508196724,31.65655737704918,4124779.18,28.347540983606557,17.8827868852459
Kolongo,2022,hivernage,hors_casiers,1888.43,9359.06,kolongo,64.87704918032787,5.168360655737705,79.0,122,386,411.0,20.348278688524587,0.31726229508196724,31.65655737704918,4124779.18,28.347540983606557,17.8827868852459
Kolongo,2022,contre_saison,casiers,912.25,5126.85,kolongo,33.49166666666667,8.31125,1.0,120,3,0.5,22.620916666666666,0.28025,30.75583333333333,4587274.92,28.8925,19.059166666666666
Sosse_sibila,2022,hivernage,casiers,4598.09,14286.266,sosse,67.81147540983606,4.686147540983606,83.0,122,459,573.4,19.70622950819672,0.31761475409836065,30.599999999999998,3993565.47,27.734426229508195,15.65327868852459
Sosse_sibila,2022,hivernage,hors_casiers,,,sosse,67.81147540983606,4.686147540983606,83.0,122,459,573.4,19.70622950819672,0.31761475409836065,30.599999999999998,3993565.47,27.734426229508195,15.65327868852459
Niono,2022,hivernage,casiers,14151.13,82784.111,niono,64.64754098360656,5.091229508196721,81.0,122,413,443.8,20.136311475409837,0.1914344262295082,31.044262295081968,4151192.74,28.411475409836065,15.97622950819672
Niono,2022,hivernage,hors_casiers,251.88,1259.4,niono,64.64754098360656,5.091229508196721,81.0,122,413,443.8,20.136311475409837,0.1914344262295082,31.044262295081968,4151192.74,28.411475409836065,15.97622950819672
Niono,2022,contre_saison,casiers,1804.12,10137.33,niono,33.5,8.037166666666668,,120,0,0.0,22.18708333333333,0.15025000000000002,30.383333333333333,4547150.16,28.84916666666667,17.3875
Molodo,2022,hivernage,casiers,10253.77,61625.158,molodo,64.64754098360656,5.092213114754099,81.0,122,413,443.8,20.136311475409837,0.1914344262295082,31.055737704918034,4151192.74,28.428688524590164,15.97622950819672
Molodo,2022,hivernage,hors_casiers,865.68,4233.18,molodo,64.64754098360656,5.092213114754099,81.0,122,413,443.8,20.136311475409837,0.1914344262295082,31.055737704918034,4151192.74,28.428688524590164,15.97622950819672
Molodo,2022,contre_saison,casiers,1635.36,9125.31,molodo,33.5,8.0385,,120,0,0.0,22.18708333333333,0.15025000000000002,30.4,4547150.16,28.868333333333332,17.3875
Ndebougou,2022,hivernage,casiers,18969.3,114195.186,ndebougou,64.01639344262296,5.197786885245901,74.0,122,380,411.9,20.25,0.2965901639344262,31.694262295081966,4215758.5,28.64262295081967,16.058196721311475
Ndebougou,2022,hivernage,hors_casiers,389.92,1742.94,ndebougou,64.01639344262296,5.197786885245901,74.0,122,380,411.9,20.25,0.2965901639344262,31.694262295081966,4215758.5,28.64262295081967,16.058196721311475
Ndebougou,2022,contre_saison,casiers,1534.86,9132.42,ndebougou,33.34166666666667,8.051083333333333,,120,0,0.0,22.169333333333334,0.27585000000000004,30.823333333333334,4547772.05,28.918333333333333,17.27583333333333
Kouroumari,2022,hivernage,casiers,22762.86,138853.446,kouroumari,60.89344262295082,5.440655737704918,66.0,122,314,311.8,20.60360655737705,0.30113934426229505,31.891803278688528,4291024.62,29.17295081967213,16.695901639344264
Kouroumari,2022,hivernage,hors_casiers,1178.56,4949.95,kouroumari,60.89344262295082,5.440655737704918,66.0,122,314,311.8,20.60360655737705,0.30113934426229505,31.891803278688528,4291024.62,29.17295081967213,16.695901639344264
Kouroumari,2022,contre_saison,casiers,2228.7,13260.77,kouroumari,32.125,8.4035,,120,0,0.0,22.265916666666666,0.27835,30.272499999999997,4562497.69,28.631666666666668,18.620833333333334
Mbewani,2022,hivernage,casiers,19346.97,118016.517,mbewani,66.94262295081967,4.912786885245902,77.0,122,431,506.0,20.11344262295082,0.2808032786885246,30.78688524590164,4066135.2,27.911475409836065,15.890163934426228
Mbewani,2022,hivernage,hors_casiers,261.28,1288.11,mbewani,66.94262295081967,4.912786885245902,77.0,122,431,506.0,20.11344262295082,0.2808032786885246,30.78688524590164,4066135.2,27.911475409836065,15.890163934426228
Mbewani,2022,contre_saison,casiers,2480.0,12648.0,mbewani,34.45,7.830333333333333,2.0,120,3,0.30000000000000004,22.493166666666664,0.271875,30.461666666666666,4557836.44,28.91,16.5775
Kemacina,2023,hivernage,casiers,10424.73,65154.563,kemacina,69.02459016393442,5.092459016393442,79.0,122,337,513.8,20.898360655737704,0.2310983606557377,31.041803278688523,4203452.16,28.81065573770492,15.02377049180328
Kemacina,2023,hivernage,hors_casiers,57.33,314.17,kemacina,69.02459016393442,5.092459016393442,79.0,122,337,513.8,20.898360655737704,0.2310983606557377,31.041803278688523,4203452.16,28.81065573770492,15.02377049180328
Kemacina,2023,contre_saison,casiers,1505.04,8669.03,kemacina,32.041666666666664,7.936583333333333,1.0,120,1,0.2,22.58875,0.1575,29.8175,4556840.56,29.10666666666667,16.3475
Kolongo,2023,hivernage,casiers,10812.2,66711.274,kolongo,68.0327868852459,5.342786885245902,74.0,122,324,496.4,21.128278688524592,0.34798360655737703,32.29672131147541,4236098.48,29.14344262295082,18.09344262295082
Kolongo,2023,hivernage,hors_casiers,1581.02,7873.48,kolongo,68.0327868852459,5.342786885245902,74.0,122,324,496.4,21.128278688524592,0.34798360655737703,32.29672131147541,4236098.48,29.14344262295082,18.09344262295082
Kolongo,2023,contre_saison,casiers,902.33,4951.99,kolongo,32.0,8.36575,2.0,120,3,3.0,22.62458333333333,0.28325,30.717499999999998,4580352.68,29.217499999999998,18.920833333333334
Sosse_sibila,2023,hivernage,casiers,4418.0,12591.3,sosse,70.62295081967213,4.872459016393442,88.0,122,395,532.3000000000001,20.476803278688525,0.377827868852459,30.949180327868852,4118360.79,28.477868852459018,15.133606557377048
Sosse_sibila,2023,hivernage,hors_casiers,,,sosse,70.62295081967213,4.872459016393442,88.0,122,395,532.3000000000001,20.476803278688525,0.377827868852459,30.949180327868852,4118360.79,28.477868852459018,15.133606557377048
Niono,2023,hivernage,casiers,14149.0,83479.1,niono,67.73770491803279,5.240737704918033,74.0,122,329,443.5,20.806475409836064,0.20426229508196722,31.86967213114754,4239944.42,29.218852459016393,16.54344262295082
Niono,2023,hivernage,hors_casiers,370.0,1872.2,niono,67.73770491803279,5.240737704918033,74.0,122,329,443.5,20.806475409836064,0.20426229508196722,31.86967213114754,4239944.42,29.218852459016393,16.54344262295082
